ident,name,latitude_deg,longitude_deg,continent,iso_country,iso_region,municipality,gps_code
AU-0032,White Gum Farm,-31.8670997619629,116.939033508301,OC,AU,AU-WA,,
AU-0033,Tardun Christian Brothers airfield,-28.7087001800537,115.817649841309,OC,AU,AU-WA,,
AU-0036,New Norcia airstrip,-30.96663,116.21547,OC,AU,AU-WA,New Norcia,
AU-0037,New Norcia North,-30.9210027433,116.23998642,OC,AU,AU-WA,,
AU-0038,Abrolhos North Island,-28.2998166667,113.5958,OC,AU,AU-WA,,YNTI
AU-0039,Abrolhos Island,-28.4754062982,113.689184189,OC,AU,AU-WA,,
AU-0040,Kilcoy Airfield,-26.9713888889,152.569722222,OC,AU,AU-QLD,Kilcoy,
AU-0041,Maitraya Resort Airstrip,-34.9874643375,118.055562973,OC,AU,AU-WA,http://www.maitraya.com,
AU-0043,Chittering Airstrip,-31.5211908201,116.147289276,OC,AU,AU-WA,Chittering,
AU-0044,Trawalla Airport,-37.4387473644,143.458957672,OC,AU,AU-VIC,,
AU-0045,Pomonal Airstrip,-37.230559,142.677165,OC,AU,AU-VIC,,
AU-0046,Lake Eyre North,-28.4166666667,137.3,OC,AU,AU-SA,,
AU-0047,Yardie Homestead,-21.8840402588,114.006564617,OC,AU,AU-WA,,
AU-0048,Kulin Bush Races Strip,-32.6644444444,118.310833333,OC,AU,AU-WA,Kulin,
AU-0049,Kooringal Airstrip,-27.3458333333,153.425833333,OC,AU,AU-QLD,,
AU-0050,Huntfield Airfield,-35.1725454513,138.493609428,OC,AU,AU-SA,Morphett Vale,
AU-0052,Lake Omeo Dry Lake Ultralightport,-36.9617573795,147.672729492,OC,AU,AU-VIC,,
AU-0053,Snowy Range Airfield,-37.3485734147,146.766046286,OC,AU,AU-VIC,,
AU-0054,Delatite Airstrip,-37.145053,146.159431,OC,AU,AU-VIC,Delatite,
AU-0071,Sherlock Ultralight Airfield,-35.3202777778,139.792522222,OC,AU,AU-SA,Sherlock,
AU-0072,sherlock aerodrome,-35.3203077296,139.792506695,OC,AU,AU-U-A,,
AU-0073,Warroora Station Airstrip,-23.47487,113.79925,OC,AU,AU-WA,Warroora Station,
AU-0081,Lady Elliot Island Airstrip,-24.1129,152.7156,OC,AU,AU-QLD,Lady Elliot Island,
AU-0085,Nambung Station Private Airstrip,-30.577798,115.225055,OC,AU,AU-WA,,
AU-0090,Dingo Airstrip,-23.655,149.338,OC,AU,AU-QLD,Dingo,
AU-0094,Toby's Gap Airstrip,-25.5887,153.0646,OC,AU,AU-QLD,Fraser Island,
AU-AGW,Agnew Airport,-12.1456003189087,142.149002075195,OC,AU,AU-QLD,Agnew,
AU-AYD,Alroy Downs Airport,-19.2908000946045,136.078994750977,OC,AU,AU-NT,Alroy Downs,
AU-BYX,Baniyala Airport,-13.19810009,136.227005005,OC,AU,AU-NT,Baniyala,
AU-COB,Coolibah Airport,-15.5482997894287,130.962005615234,OC,AU,AU-NT,Coolibah,
AU-CRJ,Coorabie Airport,-31.8943996429443,132.296005249023,OC,AU,AU-SA,Coorabie,
AU-CRY,Carlton Hill Airport,-15.5018997192383,128.533996582031,OC,AU,AU-WA,Carlton Hill,
AU-CSD,Cresswell Downs Airport,-17.9479999542236,135.916000366211,OC,AU,AU-NT,Cresswell Downs,
AU-DYM,Diamantina Lakes Airport,-23.7616996765137,141.145004272461,OC,AU,AU-QLD,Diamantina Lakes,
AU-HLV,Helenvale Airport,-15.6857995986938,145.214996337891,OC,AU,AU-QLD,Helenvale,
AU-KBD,Kimberley Downs Airport,-17.3978004455566,124.355003356934,OC,AU,AU-WA,Kimberley Downs,
AU-KGR,Kulgera Airport,-25.8428001403809,133.292007446289,OC,AU,AU-NT,Kulgera,
AU-MWY,Miranda Downs Airport,-17.3288993835449,141.886001586914,OC,AU,AU-QLD,Miranda Downs,
AU-MYO,Camballin Airport,-18.1247005462646,124.272003173828,OC,AU,AU-WA,Myroodah,
AU-OKB,Orchid Beach Airport,-24.959400177002,153.31500244141,OC,AU,AU-QLD,Orchid Beach,YORC
AU-PEP,Peppimenarti Airport,-14.144200325,130.091003418,OC,AU,AU-NT,Peppimenarti,
AU-RDA,Rockhampton Downs Airport,-18.9533004760742,135.20100402832,OC,AU,AU-NT,Rockhampton Downs,
AU-SSK,Sturt Creek Airport,-19.1664009094238,128.17399597168,OC,AU,AU-WA,Sturt Creek,
AU-SWB,Shaw River Airport,-21.5102996826172,119.361999511719,OC,AU,AU-WA,Shaw River,
AU-TPR,Tom Price Airport,-22.7460002899,117.869003296,OC,AU,AU-WA,Tom Price,YTMP
AU-TWP,Torwood Airport,-17.3633003234863,143.75,OC,AU,AU-QLD,Torwood,
AU-ZVG,Springvale Airport,-17.7868995666504,127.669998168945,OC,AU,AU-WA,Springvale,
AUI,Aua Island Airport,-1.46055555556,143.064722222,OC,PG,PG-MRL,Aua Island,AYND
AUJ,Ambunti Airport,-4.21566666667,142.823166667,OC,PG,PG-ESW,Ambunti,AYAT
AUP,Agaun Airport,-9.93083333333,149.385666667,OC,PG,PG-MBA,,AYAG
AUV,Aumo Airport,-5.73111111111,148.445277778,OC,PG,PG-WBK,Aumo,AYUM
AWE,Alowe Airport,-0.538055555556,9.45027777778,AF,GA,GA-3,Wonga Wongue Reserve,
AXF,Alxa Left Banner-Bayanhot Airport,38.8241,105.626,AS,CN,CN-15,Bayanhot,
AYAQ,Kompiam Airport,-5.38166666667,143.924722222,OC,PG,PG-EPW,,AYAQ
AYAU,Arou Airstrip,-5.4951,142.5137,OC,PG,PG-HE,Arou,AYAU
AYBB,Bak Airstrip,-5.2685,142.097,OC,PG,PG-SAN,Bak,AYBB
AYBK,Buka Airport,-5.4223198890686,154.673004150391,OC,PG,PG-NSB,Buka Island,AYBK
AYBR,Biaru Airport,-7.6693,146.7594,OC,PG,PG-MPL,Biaru,AYBR
AYBS,Begesin Airstrip,-5.3889,145.4472,OC,PG,PG-MPM,Begesin,AYBS
AYBT,Batri Airstrip,-6.5522,143.9441,OC,PG,PG-SHM,Batri,AYBT
AYBW,Blackwara Airport,-2.618211,141.091971,OC,PG,PG-SAN,,AYBW
AYBX,Wowobo Airstrip,-7.3405,144.5477,OC,PG,PG-GPK,Wowobo,AYBX
AYBY,Wuyabo Airstrip,-6.8378,145.8732,OC,PG,PG-EHG,Wuyabo,AYBY
AYCH,Chimbu Airport,-6.02429008483887,144.970993041992,OC,PG,PG-CPK,Kundiawa,AYCH
AYDD,Dobu Airstrip,-6.6305,144.6383,OC,PG,PG-CPK,Dobu,AYDD
AYDK,Munduku Airport,-4.6204,143.4516,OC,PG,PG-ESW,Munduku,AYDK
AYDL,Kondobol Airport,-8.5336,142.5049,OC,PG,PG-WPD,Kondobol,AYDL
AYDN,Dinangat Airport,-6.1546,146.6772,OC,PG,PG-MPL,Dinangat,AYDN
AYDO,Doini Airport,-10.7009,150.7218,OC,PG,PG-MBA,Castori Islets,AYDO
AYDP,Tsendiap Airstrip,-5.3599,144.4462,OC,PG,PG-JI,Tsendiap,AYDP
AYDQ,Dimisisi Airstrip,-8.6298,142.2162,OC,PG,PG-WPD,Dimisisi,AYDQ
AYDS,Dusin Airport,-5.184135,144.411965,OC,PG,PG-MPM,Dusin,AYDS
AYDU,Daru Airport,-9.08675956726,143.207992554,OC,PG,PG-WPD,Daru,AYDU
AYDW,Dewara Airstrip,-8.3802,142.4475,OC,PG,PG-WPD,Dewara,AYDW
AYDY,Sindeni Airstrip,-7.0077,145.7965,OC,PG,PG-EHG,Sindeni,AYDY
AYEB,Embessa Airport,-9.447,148.7628,OC,PG,PG-NPP,Embessa,AYEB
AYED,Edwaki Airport,-3.883986,141.792234,OC,PG,PG-SAN,Yellow River Mission,AYED
AYEG,Mengina Airstrip,-6.4836,144.986,OC,PG,PG-CPK,Mengina,AYEG
AYEI,Milei Airstrip,-9.0794,147.602,OC,PG,PG-CPM,Milei,AYEI
AYEK,Membok Airstrip,-6.4744,141.019,OC,PG,PG-WPD,Membok,AYEK
AYEL,Eliptamin Airport,-5.0412,141.6779,OC,PG,PG-SAN,Eliptamin,AYEL
AYEM,Eleme Airstrip,-4.8141,143.9103,OC,PG,PG-ESW,Eleme,AYEM
AYEN,Engati Airstrip,-6.9179,146.1053,OC,PG,PG-MPL,Engati,AYEN
AYEO,Emo River Airstrip,-9.1234,148.0415,OC,PG,PG-NPP,Emo Mission,AYEO
AYER,Erume Airport,-8.2538,146.9747,OC,PG,PG-CPM,Erume,AYER
AYES,Meselia Airport,-6.1364,149.1183,OC,PG,PG-WBK,Demgulu,AYES
AYEU,Eloaua Airstrip,-1.5601,149.6318,OC,PG,PG-NIK,Eloaua Island,AYEU
AYEY,Mirsey Airstrip,-4.0621,142.6609,OC,PG,PG-ESW,Mirsey,AYEY
AYFE,Feramin Airport,-5.208,141.6988,OC,PG,PG-SAN,Feramin,AYFE
AYFK,Foroko Airstrip,-5.3283,144.8944,OC,PG,PG-MPM,Foroko,AYFK
AYFO,Fogomaiu Airstrip,-6.5096,143.0794,OC,PG,PG-SHM,Fogomaiu,AYFO
AYFR,Frieda River Airport,-4.610468,141.960138,OC,PG,PG-ESW,Frieda River,AYFR
AYFS,Fas Airstrip,-3.1983,141.472,OC,PG,PG-SAN,Fugari,AYFS
AYFU,Fuma Airport,-6.3933,142.4408,OC,PG,PG-WPD,Fuma,AYFU
AYFW,Kwieftim Airstrip,-3.6005,141.7674,OC,PG,PG-SAN,Kwieftim,AYFW
AYGA,Goroka Airport,-6.08168983459,145.391998291,OC,PG,PG-EHG,Goronka,AYGA
AYGD,Gimi Airstrip,-6.6482,145.4003,OC,PG,PG-EHG,Amusa,AYGD
AYGE,Geigorobi Airstrip,-4.1055,143.3056,OC,PG,PG-ESW,Geigorobi,AYGE
AYGF,Guari Airport,-8.1286,146.8722,OC,PG,PG-CPM,Guari,AYGF
AYGG,Garasa Airport,-7.980713,147.213461,OC,PG,PG-MPL,Au,AYGG
AYGH,Guhu Airstrip,-5.6957,146.1116,OC,PG,PG-MPM,Guhu,AYGH
AYGM,Gema Airstrip,-6.8032,145.7756,OC,PG,PG-EHG,Gema,AYGM
AYGN,Gurney Airport,-10.3114995956,150.333999634,OC,PG,PG-MBA,Gurney,AYGN
AYGO,Gokto Airstrip,-4.9136,144.49,OC,PG,PG-MPM,Gokto,AYGO
AYGP,Gusap Airport,-6.053196,145.959047,OC,PG,PG-GPK,Gusap,AYGP
AYGQ,Gawa Airstrip,-5.259,142.233,OC,PG,PG-SAN,Gawa,AYGQ
AYGR,Girua Airport,-8.80453968048,148.309005737,OC,PG,PG-NPP,Popondetta,AYGR
AYGS,Gasuke Airport,-6.1028,141.7393,OC,PG,PG-WPD,Gasuke,AYGS
AYGW,Guwasa Airport,-6.465838,145.083968,OC,PG,PG-EHG,Guwasa,AYGW
AYGY,Guavi Airstrip,-6.87,142.7537,OC,PG,PG-WPD,Guavi,AYGY
AYHA,Haia Airport,-6.707421,144.997398,OC,PG,PG-CPK,,AYHA
AYHB,Habi Airport,-6.32,142.4893,OC,PG,PG-WPD,Habi,AYHB
AYHE,Heiweni Airport,-7.4223,146.4276,OC,PG,PG-MPL,Heiweni,AYHE
AYHH,Honinabi Airport,-16.2457,142.1771,OC,PG,PG-WPD,Honinabi,AYHH
AYHJ,Hewa Airstrip,-5.1914,142.9595,OC,PG,PG-EPW,Hewa,AYHJ
AYHK,Kimbe Airport,-5.46217012405396,150.404998779297,OC,PG,PG-WBK,Hoskins,AYHK
AYHL,Hesalibi Airstrip,-6.6,142.3502,OC,PG,PG-WPD,Hesalibi,AYHL
AYHN,Habina Airstrip,-6.6671,146,OC,PG,PG-EHG,Habina,AYHN
AYHO,Haivaro Airport,-6.9406,143.059,OC,PG,PG-GPK,Haivaro,AYHO
AYHQ,Hauna Airstrip,-4.2994,142.2305,OC,PG,PG-ESW,Hauna,AYHQ
AYHT,Hotmin Airstrip,-4.5845,141.5742,OC,PG,PG-ESW,Hotmin Mission,AYHT
AYHW,Haewenai Airstrip,-5.7219,141.3205,OC,PG,PG-WPD,Haewenai,AYHW
AYHX,Herowena Airstrip,-6.6229,145.1972,OC,PG,PG-EHG,Herowana,AYHX
AYHY,Huya Airstrip,-6.2734,142.7061,OC,PG,PG-SHM,Huya,AYHY
AYIB,Ibil Airstrip,-4.6828,141.0316,OC,PG,PG-SAN,Ibil,AYIB
AYII,Imane Airport,-6.7524,146.1072,OC,PG,PG-MPL,Imane,AYII
AYIM,Kungim Airport,-5.671,141.03,OC,PG,PG-WPD,Kungim,AYIM
AYIN,Busilmin Airstrip,-4.9166,141.1548,OC,PG,PG-SAN,Busilmin,AYIN
AYIO,Imonda Airport,-3.328,141.1573,OC,PG,PG-SAN,Imonda,AYIO
AYIP,Iropena Airstrip,-5.0333,143.87084,OC,PG,PG-ESW,Iropena,AYIP
AYIR,Inaru Airstrip,-4.6316,142.8913,OC,PG,PG-ESW,Inaru,AYIR
AYIS,Isan Airstrip,-5.9781,146.61975,OC,PG,PG-MPL,Isan,AYIS
AYIT,Iteri Airstrip,-4.2418,141.5234,OC,PG,PG-ESW,Iteri,AYIT
AYIU,Ialibu Airport,-6.2782,143.9944,OC,PG,PG-SHM,Ialibu,AYIU
AYJE,Yomneri Airstrip,-5.237,144.6007,OC,PG,PG-MPM,Yomneri,AYJE
AYJO,Yongai Airport,-8.5289,147.4603,OC,PG,PG-CPM,Yongai,AYJO
AYKA,Losuia Airport,-8.50582027435303,151.080993652344,OC,PG,PG-MBA,Losuia,AYKA
AYKG,Kopiago Airport,-5.3883,142.4977,OC,PG,PG-HE,Kopiago,AYKG
AYKI,Kiunga Airport,-6.12571001052856,141.281997680664,OC,PG,PG-WPD,Kiunga,AYKI
AYKJ,Kanainj Airport,-5.2903,144.7072,OC,PG,PG-MPM,Kanainj,AYKJ
AYKK,Kikori Airport,-7.42437982559204,144.250076293945,OC,PG,PG-GPK,Kikori,AYKK
AYKL,Kafle Airstrip,-3.75,142.59,OC,PG,PG-SAN,Kafle,AYKL
AYKM,Kerema Airport,-7.96361017227,145.770996094,OC,PG,PG-GPK,Kerema,AYKM
AYKN,Kubuna Airstrip,-8.6917,146.7566,OC,PG,PG-CPM,Kubuna Mission,AYKN
AYKR,Kar Kar Airport,-4.557,145.9404,OC,PG,PG-MPM,Kar Kar Island,AYKR
AYKT,Kieta Airport,-6.30541666667,155.728138889,OC,PG,PG-NSB,Kieta,AYIQ
AYKU,Kuri Airport,-7.135083,143.276111,OC,PG,PG-GPK,Kuri,AYKU
AYKV,Kavieng Airport,-2.57940006256,150.807998657,OC,PG,PG-NIK,Kavieng,AYKV
AYKY,Londolovit Airport,-3.04361009598,152.628997803,OC,PG,PG-NIK,Londolovit,AYKY
AYKZ,Kairiru Airstrip,-3.3687,143.5546,OC,PG,PG-ESW,Kairiru Island,AYKZ
AYLB,Lab Lab Airport,-5.7204,148.0566,OC,PG,PG-MPL,Lab Lab Mission,AYLB
AYLC,Lake Campbell Airstrip,-6.7486,142.6037,OC,PG,PG-WPD,Lake Campbell,AYLC
AYLE,Lele Airstrip,-5.2192,151.3938,OC,PG,PG-EBR,Leli,AYLE
AYLH,Klauhau Airstrip,-4.1305,142.2495,OC,PG,PG-ESW,Klauhau,AYLH
AYLO,Lowai Airport,-6.3344,146.6458,OC,PG,PG-MPL,Lowai,AYLO
AYLP,Leron Plains Airport,-6.3917,146.3434,OC,PG,PG-MPL,Leron Plains,AYLP
AYLQ,Lagoon Airstrip,-8.8186,143.1317,OC,PG,PG-WPD,Lagoon,AYLQ
AYLS,Lese Airport,-8.2799,146.2765,OC,PG,PG-GPK,Lese,AYLS
AYLX,Long Island Airport,-5.3604,147.0177,OC,PG,PG-MPM,Long Island,AYLX
AYLZ,Slai Airstrip,-4.0322,143.1831,OC,PG,PG-ESW,Slai,AYLZ
AYMA,Manari Airport,-9.1908,147.6219,OC,PG,PG-NPP,Manari,AYMA
AYMB,Morobe Airport,-7.74,147.59,OC,PG,PG-MPL,Morobe,AYMB
AYMD,Madang Airport,-5.20707988739,145.789001465,OC,PG,PG-MPM,Madang,AYMD
AYMH,Mount Hagen Kagamuga Airport,-5.82678985595703,144.296005249023,OC,PG,PG-WHM,Mount Hagen,AYMH
AYMK,Mok Airport,-5.730238,149.056583,OC,PG,PG-WBK,Mok,AYMK
AYML,Mougulu Airport,-6.280859,142.420775,OC,PG,PG-WPD,Mougulu,AYML
AYMN,Mendi Airport,-6.14773988723755,143.656997680664,OC,PG,PG-SHM,,AYMN
AYMO,Momote Airport,-2.06188988685608,147.42399597168,OC,PG,PG-MRL,,AYMO
AYMR,Moro Airport,-6.36332988739,143.238006592,OC,PG,PG-SHM,Moro,AYMR
AYMS,Misima Island Airport,-10.6892004013,152.837997437,OC,PG,PG-MBA,Misima Island,AYMS
AYMW,Marawaka Airport,-6.9736,145.8849,OC,PG,PG-EHG,Marawaka,AYMW
AYMY,Smok Airstrip,-3.3158,141.2461,OC,PG,PG-SAN,Smok,AYMY
AYNE,Negarbo(Negabo) Airport,-6.567778,144.703058,OC,PG,PG-CPK,Negarbo,AYNE
AYNG,Manguna Airport,-5.577778,151.792333,OC,PG,PG-EBR,Manguna,AYNG
AYNM,Kasonombe Airport,-6.3819,146.9859,OC,PG,PG-MPL,Kasonombe,AYNM
AYNO,Nomane Airport,-6.32183,145.070667,OC,PG,PG-CPK,Namane,AYNO
AYNT,Kantobo Airstrip,-6.7227,143.5636,OC,PG,PG-SHM,Kantobo,AYNT
AYNY,Nambaiyufa Airport,-6.2412,145.2424,OC,PG,PG-CPK,Nambaiyufa,AYNY
AYNZ,Lae Nadzab Airport,-6.5698299408,146.725997925,OC,PG,PG-MPL,Nadzab,AYNZ
AYOA,Kwomtari Airstrip,-3.598,141.3614,OC,PG,PG-SAN,Kwomtari,AYOA
AYOD,Obura Airstrip,-6.5507,145.9728,OC,PG,PG-EHG,Obura,AYOD
AYOE,Konge Airport,-6.2239,147.2152,OC,PG,PG-MPL,Konge,AYOE
AYOH,Okisai Airstrip,-4.7065,141.9006,OC,PG,PG-SAN,Okisai,AYOH
AYOJ,Oksapmin Airport,-5.2261,142.2259,OC,PG,PG-SAN,Oksapmin,AYOJ
AYOK,Komako Airport,-7.3984,145.8827,OC,PG,PG-GPK,Komako,AYOK
AYOQ,Komaio Airport,-7.2714,143.5952,OC,PG,PG-GPK,Komaio,AYOQ
AYOS,Kosimbi Airstrip,-3.9522,143.1767,OC,PG,PG-ESW,Kosimbi Mission,AYOS
AYOU,Kombaku Airstrip,-5.3817,144.6355,OC,PG,PG-MPM,Kombaku,AYOU
AYOW,Koroba Airport,-5.6952,142.7441,OC,PG,PG-HE,Koroba,AYOW
AYOX,Moi Airstrip,-4.1615,141.2478,OC,PG,PG-SAN,Moi,AYOX
AYOZ,Kora Airstrip,-6.4304,145.0931,OC,PG,PG-EHG,Kora,AYOZ
AYPA,Somokopa Airstrip,-7.0838,142.514,OC,PG,PG-WPD,Somokopa,AYPA
AYPC,Pangoa Airport,-7.0226,141.5605,OC,PG,PG-WPD,Pangoa,AYPC
AYPI,Kapi Airstrip,-6.371,144.6839,OC,PG,PG-CPK,Kapi,AYPI
AYPO,Mapoda Airport,-7.979,143.1694,OC,PG,PG-WPD,Mapoda,AYPO
AYPQ,Pumani Airport,-9.7469,149.4766,OC,PG,PG-MBA,Pumani,AYPQ
AYPU,Puri Airport,-6.47516111111,143.987222222,OC,PG,PG-SHM,Puri,AYPU
AYPW,Panakawa Airport,-7.67205555556,143.124722222,OC,PG,PG-WPD,,AYPW
AYPY,Port Moresby Jacksons International Airport,-9.44338035583496,147.220001220703,OC,PG,PG-NCD,Port Moresby,AYPY
AYQB,Simbari Airstrip,-6.9623,145.6448,OC,PG,PG-EHG,Simbari,AYQB
AYQM,Simogu Airstrip,-6.8008,145.7134,OC,PG,PG-EHG,Simogu,AYQM
AYQO,Sopu Airport,-8.3038,147.1659,OC,PG,PG-CPM,Sopu,AYQO
AYQS,Sialum Airport,-6.0908,147.5955,OC,PG,PG-MPL,Sialum,AYQS
AYQU,Tsumba Airstrip,-4.6581,144.6082,OC,PG,PG-MPM,Tsumba Mission,AYQU
AYQV,Sinow Airstrip,-3.9925,141.5537,OC,PG,PG-SAN,Sinow,AYQV
AYQW,Sumwari Airstrip,-4.7508,142.3686,OC,PG,PG-ESW,Sumwari,AYQW
AYRG,Rumginae Airport,-5.89722222222,141.271666667,OC,PG,PG-WPD,,AYRG
AYRI,Karimui Airport,-6.4921,144.823,OC,PG,PG-CPK,Karimui,AYRI
AYRL,Maralina Airstrip,-6.9015,146.3698,OC,PG,PG-MPL,Maralina,AYRL
AYRM,Maramuni Airport,-5.13,143.4829,OC,PG,PG-EPW,Maramuni,AYRM
AYRN,Norambi Airstrip.,-6.9125,145.6731,OC,PG,PG-EHG,Norambi,AYRN
AYRR,Tiri Airstrip,-6.6815,144.1842,OC,PG,PG-SHM,Tiri,AYRR
AYRT,Kirinbit Airstrip,-4.2839,143.1512,OC,PG,PG-ESW,Kirinbit,AYRT
AYRV,May River Airstrip,-4.3615,141.785,OC,PG,PG-ESW,May River,AYRV
AYSA,Suabi Airport,-6.10444444444,142.278333333,OC,PG,PG-WPD,,AYSA
AYSB,Sirebi Airstrip,-7.2196,144.2352,OC,PG,PG-GPK,Sirebi,AYSB
AYSE,Simberi Airport,-2.66222222222,151.997777778,OC,PG,PG-NIK,Simberi Island,AYSE
AYSG,Sila Airport,-9.07355555556,148.38925,OC,PG,PG-NPP,Sila Mission,AYSG
AYSH,Sabah Airport,-5.5765,155.0489,OC,PG,PG-NSB,Sabah,AYSH
AYSI,Seltamin Airstrip,-5.4122,141.8252,OC,PG,PG-WPD,Seltamin,AYSI
AYSJ,Simbai Airport,-5.27861111111,144.544722222,OC,PG,PG-MPM,Simbai,AYSJ
AYSM,Samberigi Airstrip,-6.7193,143.9338,OC,PG,PG-SHM,Samberigi Mission,AYSM
AYSO,Selbang Airport,-5.315,141.752,OC,PG,PG-WPD,Selbang,AYSO
AYSQ,Sepik Plains Airport,-3.8821,143.6734,OC,PG,PG-ESW,Sepik Plains,AYSQ
AYSR,Sangera Airstrip,-3.9678,143.2763,OC,PG,PG-ESW,Sangera,AYSR
AYST,Sturt Island Airport,-8.1525,142.268444444,OC,PG,PG-WPD,,AYST
AYSV,Sauren Airport,-5.9701,148.8543,OC,PG,PG-WBK,Sauren,AYSV
AYSX,Masa Airport,-6.345,147.591,OC,PG,PG-MPL,Masa,AYSX
AYSY,Serra Airstrip,-2.9739,141.9297,OC,PG,PG-SAN,Serai,AYSY
AYSZ,Samanzing Airstrip,-6.4513,147.0673,OC,PG,PG-MPL,Samanzing,AYSZ
AYTA,Tari Airport,-5.84499979019,142.947998047,OC,PG,PG-HE,Tari,AYTA
AYTB,Tabubil Airport,-5.27861022949219,141.225997924805,OC,PG,PG-WPD,Tabubil,AYTB
AYTC,Tapila Airstrip,-8.4188,142.9043,OC,PG,PG-WPD,Mutam,AYTC
AYTD,Teredau Airport,-7.3205,144.6384,OC,PG,PG-GPK,Tetehui,AYTD
AYTI,Tapini Airport,-8.35666666667,146.989166667,OC,PG,PG-CPM,Tapini,AYTI
AYTK,Tokua Airport,-4.34045982361,152.380004883,OC,PG,PG-EBR,Tokua,AYTK
AYTL,Talbakul Airstrip,-6.3708,144.7167,OC,PG,PG-CPK,Talbakul,AYTL
AYTM,Tamo Airstrip,-4.7246,144.1529,OC,PG,PG-ESW,Tamo,AYTM
AYTN,Tekin Airport,-5.24366666667,142.165194444,OC,PG,PG-SAN,Tekin,AYTN
AYTP,Tep Tep Airport,-5.9553,146.5595,OC,PG,PG-MPM,Teptep,AYTP
AYTQ,Tapen Airstrip,-5.8545,146.6371,OC,PG,PG-MPL,Tapen,AYTQ
AYTS,Tsewi Airport,-7.0695,146.1272,OC,PG,PG-MPL,Tsewi,AYTS
AYTT,Tarakbits Airport,-5.614,141.0421,OC,PG,PG-WPD,Tarakbits,AYTT
AYTW,Tawa Airport,-7.4463,146.1067,OC,PG,PG-MPL,Tawa,AYTW
AYTZ,Tekadu Airport,-7.6808,146.5503,OC,PG,PG-MPL,Tekadu,AYTZ
AYU,Aiyura Airport,-6.33805555556,145.904166667,OC,PG,PG-EHG,Aiyura Valley,AYAY
AYUA,Utai Airstrip,-3.386,141.5868,OC,PG,PG-SAN,Utai,AYUA
AYUC,Umba Airport,-7.0214,145.966,OC,PG,PG-MPL,Umba,AYUC
AYUE,Uroubi Airport,-9.5162,148.5591,OC,PG,PG-NPP,Uroubi,AYUE
AYUG,Brugam Airstrip,-3.6381,142.8379,OC,PG,PG-ESW,Wa'ahun,AYUG
AYUL,Musula Airstrip,-6.8385,142.8983,OC,PG,PG-SHM,Musula,AYUL
AYUN,Bunam Airstrip,-4.6564,144.2517,OC,PG,PG-ESW,Bunam,AYUN
AYUO,Omaura Airstrip,-6.3679,145.9902,OC,PG,PG-EHG,Omaura,AYUO
AYUQ,Kumbwareta Airstrip,-5.5078,144.1171,OC,PG,PG-WHM,Kumbwareta,AYUQ
AYUR,Upiara Airport,-8.5411,142.6503,OC,PG,PG-WPD,Upiara,AYUR
AYUS,Suame Airstrip,-8.3684,142.5862,OC,PG,PG-WPD,Suame,AYUS
AYUT,Bunguwat Airstrip,-6.005,146.7205,OC,PG,PG-MPL,Bunguwat,AYUT
AYUV,Tuvau Airstrip,-6.6025,145.8372,OC,PG,PG-GPK,Tuvau,AYUV
AYUX,Usarumpia Airstrip,-6.9858,145.8102,OC,PG,PG-EHG,Usarumpia,AYUX
AYUZ,Uvol Airport,-6.0178,150.9557,OC,PG,PG-EBR,Uvol,AYUZ
AYVA,Vailala Airstrip,-7.7677,145.4857,OC,PG,PG-GPK,Hepa,AYVA
AYVB,Tobou Airstrip,-6.4026,147.4223,OC,PG,PG-MPL,Tobou,AYVB
AYVL,Talasea Airport,-5.2726,150.0089,OC,PG,PG-WBK,Talasea,AYVL
AYVM,Torembi Airport,-4.0165,143.1329,OC,PG,PG-ESW,Torembi,AYVM
AYVN,Vanimo Airport,-2.69717001914978,141.302001953125,OC,PG,PG-SAN,,AYVN
AYVO,Tonu Airport,-6.6552,155.4326,OC,PG,PG-NSB,Tonu,AYVO
AYVP,Woposali Airstrip,-6.6577,144.2974,OC,PG,PG-SHM,Woposali,AYVP
AYWB,Wabo Airport,-6.98944444444,145.075111111,OC,PG,PG-GPK,Wabo,AYWB
AYWD,Wapenamanda Airport,-5.64330005645752,143.895004272461,OC,PG,PG-EPW,,AYWD
AYWK,Wewak International Airport,-3.58383011818,143.669006348,OC,PG,PG-ESW,Wewak,AYWK
AYWN,Nugwaia Airstrip,-3.8183,142.835,OC,PG,PG-ESW,Nugwaia,AYWN
AYWO,Wonenara Airport,-6.79686111111,145.891944444,OC,PG,PG-EHG,Wonenara,AYWO
AYWS,Wasu Airport,-5.96170944919,147.19822526,OC,PG,PG-MPL,Wasu,AYWS
AYWT,Woitape Airport,-8.54583333333,147.2525,OC,PG,PG-CPM,Fatima Mission,AYWT
AYWU,Wau Airport,-7.34555555556,146.718611111,OC,PG,PG-SAN,Wau,AYWU
AYWV,Warasai Airstrip,-4.012,142.51,OC,PG,PG-SAN,Warasai,AYWV
AYXB,Buluwo Airstrip,-3.6753,142.0151,OC,PG,PG-SAN,Buluwo,AYXB
AYXE,Yeva Airport,-7.548,146.188,OC,PG,PG-MPL,Yeva,AYXE
AYXG,Sugu Airstrip,-6.3907,143.5565,OC,PG,PG-SHM,Sugu,AYXG
AYXI,Sim Airport,-7.75,146.9273,OC,PG,PG-MPL,Sim,AYXI
AYXS,Sisamin Airstrip,-5.1363,142.284,OC,PG,PG-SAN,Sisamin,AYXS
AYXY,Yebil Airstrip,-3.4625,141.9559,OC,PG,PG-SAN,Yebil,AYXY
